	Date	Time	Tweet	Picture	Longitude	Lattitude
64	28.12.2021	14:15:50	"""Je reçois à l'instant votre lettre de Plombières, Monsieur le baron, et je me hâte de vous dire"" à Ladoucette, 1837-09-01 (https://constance-de-salm.de/archiv/#/document/7832)"		6.5	51.1
65	28.12.2021	10:05:36	"""Lorsque je suis arrivée ici, Monsieur, j'étais si fatiguée, si accablée, que je n'ai pu que me reposer et jouir du bonheur"" à Villenave, 1837-08-05 (https://constance-de-salm.de/archiv/#/document/7818)"			
66	29.12.2021	11:02:27	"""J'ai reçu hier votre aimable lettre, Monsieur le baron, j'étais et je suis encore fort souffrante d'un rhumatisme"" à Ladoucette, 1837-07-26 (https://constance-de-salm.de/archiv/#/document/7813)"		6.5	51.1
67	29.12.2021	16:42:36	"""Je n'ai pu, depuis mardi dernier, vous écrire au moins un mot"" à Waldor, 1837-06-09 (https://constance-de-salm.de/archiv/#/document/7781)"			
68	30.12.2021	13:27:05	"""Je suis arrivée depuis deux jours, souffrante, malade, n'en pouvant plus"" à Maison, 1837-07-16 (https://constance-de-salm.de/archiv/#/document/7806)"			
69	30.12.2021	15:20:31	"""Je ne sais, mon cher Charles, où tu es dans ce moment, si c'est à l'aventure, en route, ou à Paris;"" à Théis, 1837-11-06 (https://constance-de-salm.de/archiv/#/document/7856)"			
70	31.12.2021	19:55:36	"""Je ne puis vous dire, Monsieur, combien de fois je me suis proposé de vous écrire"" à Châtelain, 1837-11-18 (https://constance-de-salm.de/archiv/#/document/7868)"		6.5	51.1
71	31.12.2021	15:12:51	"""Il y a bien longtemps, Monsieur, que je ne vous ai écrit, mais j'ai été depuis deux mois si souffrante si accablée"" à Boucharlat, 1837-10-22 (https://constance-de-salm.de/archiv/#/document/7844)"		6.5	51.1
72	1.1.2022	19:41:42	"""Il y a bien longtemps, Monsieur, que j'ai reçu votre dernière lettre"" à Mathon de Fogères, 1838-01-30 (https://constance-de-salm.de/archiv/#/document/7887)"		6.08342	50.77664
73	1.1.2022	16:34:24	"""J'ai reçu votre lettre il y a quelques jours, Monsieur le colonel, et quoique le temps affreux"" à Schepeler, 1837-12-06 (https://constance-de-salm.de/archiv/#/document/7875)"		6.5	51.1
74	2.1.2022	14:01:48	"""J'apprends à l'instant, Monsieur, la perte douloureuse que vous venez de faire et je m'empresse de vous dire à quel point j'y suis sensible"" à Sanson de Pongerville, 1837-09-18 (https://constance-de-salm.de/archiv/#/document/7837)"		6.5	51.1
75	2.1.2022	19:57:09	"""Ne recevant point de vos nouvelles, Monsieur, je pense que vous vous serez décidé à traduire ma biographie"" à Sandt, 1837-11-12 (https://constance-de-salm.de/archiv/#/document/7863)"			
76	3.1.2022	09:37:04	"""Je ne puis vous dire, Madame, à quel point j'ai été touchée de la lettre que vous m'avez écrite"" à Sandt, 1838-01-08 (https://constance-de-salm.de/archiv/#/document/7882)"		6.5	51.1
77	3.1.2022	17:40:49	"""Monsieur de Ladoucette a dû vous dire, Madame, par quelle suite de petits fâcheux hasards"" à Colet, 1838-03-25 (https://constance-de-salm.de/archiv/#/document/7894)"			
78	4.1.2022	14:39:28	"""Quelques jours après vous avoir vue, Madame et ancienne amie, je suis tombé [sic] malade"" à Gay, 1838-07-23 (https://constance-de-salm.de/archiv/#/document/7938)"			
79	4.1.2022	08:07:51	"""Me voilà enfin ici, Monsieur et Madame. Mon premier soin, après quelques jours de repos, est d'annoncer mon heureuse arrivée à mes amis"" à Sanson de Pongerville, 1838-08-09 (https://constance-de-salm.de/archiv/#/document/7940)"		6.5	51.1
80	5.1.2022	11:41:58	"""Je m'empresse de vous dire, Monsieur et ancien ami, que votre frère Alexandre est venu me voir"" à Duval, 1838-06-13 (https://constance-de-salm.de/archiv/#/document/7919)"			
81	5.1.2022	13:06:15	"""Monsieur Drais a dû aller chez vous, de ma part, Monsieur, pour vous annoncer mon arrivée dans mes foyers allemands"" à Audiffret, 1838-08-21 (https://constance-de-salm.de/archiv/#/document/7945)"		6.5	51.1
82	6.1.2022	17:39:13	"""J'achève ce matin, Monsieur et Madame, le rangement de mes papiers"" à Sanson de Pongerville, nan (https://constance-de-salm.de/archiv/#/document/7933)"			
83	6.1.2022	11:03:04	"""Si vous voulez pécher avec nous vendredi, j'entends pécher comme les douze apôtres"" à Ladoucette, 1838-04-25 (https://constance-de-salm.de/archiv/#/document/7907)"			
84	7.1.2022	11:56:49	"""Il y a déjà bien longtemps, ma chère cousine, que j'ai reçu à Dyck votre bonne et aimable lettre"" à Novakowsky, 1839-02-08 (https://constance-de-salm.de/archiv/#/document/7995)"		2.3488	48.85341
85	7.1.2022	20:21:14	"""C'est de ma main, Monsieur et Madame, que je veux vous apprendre"" à Sanson de Pongerville, 1838-11-17 (https://constance-de-salm.de/archiv/#/document/7964)"			
86	8.1.2022	09:45:02	"""Quand vous aurez un moment de loisir, mon cher voisin, pourriez vous me faire le plaisir"" à Ladoucette, 1839-01-19 (https://constance-de-salm.de/archiv/#/document/7988)"			
87	8.1.2022	11:28:12	"""Je ne puis vous exprimer, Madame et amie, toute la satisfaction que j'ai éprouvée en apprenant la justice "" à Waldor, 1839-02-11 (https://constance-de-salm.de/archiv/#/document/8001)"			
88	9.1.2022	14:31:10	"""Depuis que j'ai reçu votre „Traité d'harmonie“, Monsieur, j'ai été si souffrante"" à Colbert, 1838-11-29 (https://constance-de-salm.de/archiv/#/document/7971)"			
89	9.1.2022	10:37:33	"""Si ma santé me permettait de dîner hors de chez moi, mon très cher voisin, j'accepterais à l'instant "" à Ladoucette, nan (https://constance-de-salm.de/archiv/#/document/8018)"			
90	10.1.2022	19:24:22	"""La Princesse Constance de Salm envoye à Monsieur Dupaty ses deux derniers ouvrages "" à Dupaty, 1839-04-03 (https://constance-de-salm.de/archiv/#/document/8020)"			
91	10.1.2022	18:32:47	"""Il y a déjà bien longtemps, Madame, que j'ai reçu votre dernière lettre toute bonne et toute aimable. "" à Maleszewski, 1839-02-08 (https://constance-de-salm.de/archiv/#/document/8013)"			
92	11.1.2022	18:15:41	"""Je compte sur vous mercredi, Monsieur, et je vous prie de me rapporter sans faute l'exemplaire de ma notice "" à Boucharlat, 1839-05-30 (https://constance-de-salm.de/archiv/#/document/8037)"			
93	11.1.2022	11:48:24	"""Si vous êtes libre, mardi prochain, très aimable dame, et si le petit dîner convenu peut avoir lieu"" à Waldor, nan (https://constance-de-salm.de/archiv/#/document/8049)"			
94	12.1.2022	09:39:21	"""J'avais hier la tête si remplie de fâcheuses contradictions que je n'ai pas pensé, très aimable dame, à vous parler "" à Waldor, 1839-06-12 (https://constance-de-salm.de/archiv/#/document/8051)"			
95	12.1.2022	15:29:43	"""Je veux vous dire, Monsieur, deux ou trois choses."" à Sanson de Pongerville, nan (https://constance-de-salm.de/archiv/#/document/8025)"			
96	13.1.2022	17:36:50	"""Je suis encore bien convalescente, très aimable dame, pour recevoir une visite"" à Waldor, nan (https://constance-de-salm.de/archiv/#/document/8056)"			
97	13.1.2022	10:25:20	"""J'ai reçu hier au soir, Monsieur, vos tablettes romaines, et je m'empresse de vous en remercier. "" à Châtelain, 1839-07-02 (https://constance-de-salm.de/archiv/#/document/8063)"			
98	14.1.2022	10:05:05	"""Rien de plus prompt, de plus aimable, de plus obligeant que l'insertion de l'article"" à Sauvo, 1839-02-23 (https://constance-de-salm.de/archiv/#/document/8006)"			
99	14.1.2022	11:43:15	"""Mille et mille remerciements, Monsieur, des fragments du „Moniteur parisien“que vous m'avez envoyés.  "" à Barbier, 1839-08-20 (https://constance-de-salm.de/archiv/#/document/8094)"		6.5	51.1
100	15.1.2022	14:35:53	"""Vous avez oublié hier soir à votre retour, mon cher voisin, de me dire quand j'aurai le fameux rapport"" à Ladoucette, nan (https://constance-de-salm.de/archiv/#/document/8070)"			
101	15.1.2022	15:06:25	"""Vous apprendrez peut-être par Monsieur Villenave à qui je viens d'écrire un mot, ma chère amie, "" à Vanhove, 1839-08-08 (https://constance-de-salm.de/archiv/#/document/8087)"		6.5	51.1
102	16.1.2022	07:17:19	"""Je me tourmentais, Monsieur, de ne pas recevoir de vos nouvelles de Paris "" à Drais, 1839-08-29 (https://constance-de-salm.de/archiv/#/document/8099)"		6.5	51.1
103	16.1.2022	13:25:01	"""Je range mes papiers, mon cher voisin. "" à Ladoucette, nan (https://constance-de-salm.de/archiv/#/document/8075)"			
104	17.1.2022	09:42:46	"""Vos articles sont parfaits, Monsieur, vous ne pourriez faire de mes „Pensées“ un éloge plus flatteur, plus convenable "" à Christian, 1839-07-11 (https://constance-de-salm.de/archiv/#/document/8068)"			
105	17.1.2022	20:01:03	"""Je m'empresse, mes chers voisins, de vous faire part de mon retour dans mes foyers allemands. "" à Maison, nan (https://constance-de-salm.de/archiv/#/document/8082)"			
106	18.1.2022	09:53:20	"""Depuis que je ne vous ai écrit, Monsieur, je me suis bien mal porté [sic]"" à Drais, 1840-01-23 (https://constance-de-salm.de/archiv/#/document/8152)"		6.08342	50.77664
107	18.1.2022	19:56:58	"""Je n'entends pas parler de vous, Monsieur, ce qui m'inquiète. "" à Jullien de Paris, 1839-10-08 (https://constance-de-salm.de/archiv/#/document/8126)"		6.5	51.1
108	19.1.2022	15:56:41	"""Je pars dans quelques jours pour Aix-la-Chapelle, Monsieur, je suis entourée de papiers, de notes"" à Sanson de Pongerville, 1839-11-30 (https://constance-de-salm.de/archiv/#/document/8138)"		6.5	51.1
109	19.1.2022	13:50:34	"""Je me propose depuis longtemps de vous écrire, Monsieur, de répondre au moins quelques mots "" à Montémont, 1839-12-13 (https://constance-de-salm.de/archiv/#/document/8140)"		6.5	51.1
110	20.1.2022	10:19:34	"""Je ne reçois point de tes nouvelles, cher frère. "" à Théis, 1839-11-19 (https://constance-de-salm.de/archiv/#/document/8133)"		6.5	51.1
111	20.1.2022	18:47:01	"""Mais cette bêtise me contrarie plus que je ne puis vous le dire, il y a dans les journaux"" à Drais, 1840-01-04 (https://constance-de-salm.de/archiv/#/document/8145)"			
112	21.1.2022	10:34:22	"""Je m'étais aperçue hier, mon cher voisin, que mon courrier français me manquait, mais je n'avais pas vu "" à Maison, nan (https://constance-de-salm.de/archiv/#/document/8121)"			
113	21.1.2022	16:37:57	"""La lune m'a paru belle et brillante hier au soir; j'espère qu'elle le sera encore plus aujourd'hui et demain"" à Maison, 1839-10-15 (https://constance-de-salm.de/archiv/#/document/8119)"			
114	22.1.2022	08:27:04	"""Je veux joindre un mot, Madame, à la lettre que Félix vous écrit pour vous dire "" à Paganel, 1840-05-28 (https://constance-de-salm.de/archiv/#/document/8190)"			
115	22.1.2022	16:03:04	"""J'ai reçu, Monsieur, votre ouvrage sur „La tombe de l'Empereur“; il m'a extrêmement intéressée"" à Forster, nan (https://constance-de-salm.de/archiv/#/document/8208)"			
116	23.1.2022	07:56:37	"""J'envoie savoir des nouvelles de Madame de Ladoucette, je l'engage à venir me voir "" à Plancy, 1840-06-30 (https://constance-de-salm.de/archiv/#/document/8210)"			
117	23.1.2022	07:48:04	"""Vous ne venez point, Monsieur; je n'entends point parler de vous "" à Sanson de Pongerville, 1840-05-07 (https://constance-de-salm.de/archiv/#/document/8176)"			
118	24.1.2022	11:04:06	"""Voici, Monsieur, mes petites observations sur votre excellente, votre honorable note"" à Villenave, 1840-06-22 (https://constance-de-salm.de/archiv/#/document/8203)"			
119	24.1.2022	13:12:57	"""Il me semble, Monsieur, que vous m'avez dit que vous aviez un ouvrage "" à Audiffret, 1840-04-06 (https://constance-de-salm.de/archiv/#/document/8164)"			
120	25.1.2022	09:37:13	"""Je vous remercie beaucoup, Monsieur, de l'ouvrage que vous m'avez fait le plaisir de m'envoyer. "" à Roosmalen, 1840-05-28 (https://constance-de-salm.de/archiv/#/document/8188)"			
121	25.1.2022	13:03:35	"""J'ai mal dormi, mon cher voisin, je suis aujourd'hui fort souffrante"" à Ladoucette, nan (https://constance-de-salm.de/archiv/#/document/8171)"			
122	26.1.2022	17:00:10	"""Il me semble, Monsieur, que je dois vous dire que j'ai renoncé à l'idée de faire paraître"" à Bignan, 1840-05-20 (https://constance-de-salm.de/archiv/#/document/8183)"			
123	26.1.2022	08:17:11	"""J'ai reçu ta lettre à Paris, mon cher Charles, en même tems que celle du Prince qui m'annonçait "" à Théis, 1840-08-27 (https://constance-de-salm.de/archiv/#/document/8239)"		6.5	51.1
124	27.1.2022	11:41:06	"""On me dit, ma chère cousine, que vous avez été en France et qu'on ne sait si vous êtes de retour"" à Novakowsky, 1840-08-06 (https://constance-de-salm.de/archiv/#/document/8234)"		6.5	51.1
125	27.1.2022	16:37:57	"""C'est vous, je n'en doute pas, Monsieur, qui m'avez envoyé de très jolis couplets"" à Vial, 1840-07-08 (https://constance-de-salm.de/archiv/#/document/8222)"			
126	28.1.2022	18:34:35	"""J'apprends avec le plus vif plaisir, Monsieur et ami, la nouvelle justice"" à Barbier, 1821-05-19 (https://constance-de-salm.de/archiv/#/document/8284)"		6.5	51.1
127	28.1.2022	09:30:58	"""Que vous dire, mon ancien ami, sur mon long silence?"" à Raboteau, 1821-12-22 (https://constance-de-salm.de/archiv/#/document/8304)"		6.5	51.1
128	29.1.2022	08:05:51	"""Je n'ai aucune raison à vous donner pour excuser mon long silence,"" à N.N., nan (https://constance-de-salm.de/archiv/#/document/8296)"		6.5	51.1
129	29.1.2022	19:44:35	"""Je me hâte, Monsieur, de m'accuser d'une grosse faute d'allemand que j'ai faite hier"" à Châtelain, 1837-04-09 (https://constance-de-salm.de/archiv/#/document/8323)"		2.3488	48.85341
130	30.1.2022	18:06:51	"""Je dois partir à la fin de la semaine prochaine. Je désire beaucoup que Monsieur Ramey puisse venir me voir"" à Ramey, 1839-07-11 (https://constance-de-salm.de/archiv/#/document/8417)"			
131	30.1.2022	10:44:01	"""Voici, mon voisin, la conclusion des Napolitains"" à Prous, nan (https://constance-de-salm.de/archiv/#/document/10650)"		6.5	51.1
132	31.1.2022	15:44:41	"""Je viens de recevoir, Monsieur, une lettre du jeune Villenave à qui j’avais fait savoir que je vous avais donné son épître"" à Stassart, 1841-09-08 (https://constance-de-salm.de/archiv/#/document/11247)"		6.5	51.1
133	31.1.2022	14:15:32	"""Puissiez-vous vivre encore longtemps"" à Hatzfeldt, nan (https://constance-de-salm.de/archiv/#/document/489)"		6.08342	50.77664
134	1.2.2022	11:21:20	"""Je vous écris, Monsieur, d’un petit château où je suis depuis quelques jours. "" à Gudin de La Brenellerie, 1808-09-14 (https://constance-de-salm.de/archiv/#/document/2107)"		7.01667	50.73333
135	1.2.2022	15:57:47	"""Je profite de l’occasion d’un contreseing, Monsieur, pour vous dire que je suis arrivée en bonne santé"" à Raboteau, 1809-05-21 (https://constance-de-salm.de/archiv/#/document/2119)"		6.5	51.1
136	2.2.2022	11:50:30	"""Vous pensez donc, très aimable dame, que c’est par coquetterie que je vous ai écrit "" à Fréville, 1808-06-11 (https://constance-de-salm.de/archiv/#/document/2102)"		6.5	51.1
